Date,Close
4/22/2020,6.43
4/23/2020,6.52
4/24/2020,6.26
4/27/2020,6.43
4/28/2020,6.8
4/29/2020,6.58
4/30/2020,6.8
5/1/2020,6.5
5/4/2020,6.21
5/5/2020,6.2
5/6/2020,5.98
5/7/2020,6.11
5/8/2020,6.29
5/11/2020,6.19
5/12/2020,6
5/13/2020,5.79
5/14/2020,5.7
5/15/2020,5.49
5/18/2020,6.27
5/19/2020,6.21
5/20/2020,6.42
5/21/2020,6.48
5/22/2020,6.41
5/26/2020,6.8
5/27/2020,7.29
5/28/2020,6.78
5/29/2020,6.57
6/1/2020,6.76
6/2/2020,7.05
6/3/2020,7.36
6/4/2020,7.74
6/5/2020,7.88
6/8/2020,8.46
6/9/2020,8.02
6/10/2020,7.61
6/11/2020,6.95
6/12/2020,7.25
6/15/2020,7.24
6/16/2020,7.47
6/17/2020,7.24
6/18/2020,7.28
6/19/2020,7.15
6/22/2020,7.04
6/23/2020,7
6/24/2020,6.53
6/25/2020,6.68
6/26/2020,6.48
6/29/2020,6.8
6/30/2020,6.83
7/1/2020,6.74
7/2/2020,6.82
7/6/2020,7
7/7/2020,6.76
7/8/2020,6.86
7/9/2020,6.58
7/10/2020,6.69
7/13/2020,6.7
7/14/2020,6.88
7/15/2020,7.14
7/16/2020,7.05
7/17/2020,7.07
7/20/2020,6.87
7/21/2020,7.04
7/22/2020,7.06
7/23/2020,7.04
7/24/2020,6.86
7/27/2020,6.71
7/28/2020,6.89
7/29/2020,6.59
7/30/2020,6.26
7/31/2020,6.07
8/3/2020,6.11
8/4/2020,6.14
8/5/2020,6.4
8/6/2020,6.33
8/7/2020,6.4
8/10/2020,6.67
8/11/2020,6.73
8/12/2020,6.72
8/13/2020,6.6
8/14/2020,6.66
8/17/2020,6.47
8/18/2020,6.44
8/19/2020,6.38
8/20/2020,6.27
8/21/2020,6.31
8/24/2020,6.63
8/25/2020,6.59
8/26/2020,6.48
8/27/2020,6.48
8/28/2020,6.61
8/31/2020,6.34
9/1/2020,6.19
9/2/2020,6.44
9/3/2020,6.32
9/4/2020,6.42
9/8/2020,6.14
9/9/2020,6.16
9/10/2020,6
9/11/2020,5.95
9/14/2020,6.15
9/15/2020,6.1
9/16/2020,6.75
9/17/2020,7.05
9/18/2020,6.88
9/21/2020,6.35
9/22/2020,6.25
9/23/2020,6.11
9/24/2020,6.06
9/25/2020,6.11
9/28/2020,6.2
9/29/2020,6.12
9/30/2020,6.23
10/1/2020,6.24
10/2/2020,6.39
10/5/2020,6.41
10/6/2020,6.17
